Emotion,Text
neutral, You can say that again ! It's much more modern than people imagine . Where are you from ? 
neutral," Um , well let's see ... I'm from Kansas originally . A much quieter and more peaceful place than here , that's for sure ! "
neutral, Uh huh ... 
neutral,"Look at this headline , Soo Mi . "
neutral, Wow ! So many people in the United States get divorced ! 
neutral, Is it the same in Korea ? 
neutral," I don't think so . In Korea some marriages break up , but most couples stay together . "
neutral, Do people get married young ? 
neutral, Not really . Very few people get married beforethe age of 20 . 
neutral, Hmm . Do women usually work after they get married ? 
neutral," No , a lot of women stay home and take care of their families . But some work . "
neutral, The beauty under the tree ? 
neutral, She is a young man ! 
neutral,Excuse me.Where do I register ? 
neutral," Oh , over there in Pacific Pavilion . "
neutral," Is that the large , white building ? "
neutral," Yeah , that's it . "
neutral,How was your education going on in Australia ? 
neutral, I'm going to graduate this summer . 
neutral," Where are you going to work then , in Australia or back in China ? "
neutral, I'm planning to return to China after graduation . 
neutral, Why are you choosing to leave a foreign country ? Many people are reluctant to leave the superior living environment abroad . 
neutral," Well , I think personal development is much more important than simply having a superior living environment . "
neutral," Yeah , China's developing so fast and development opportunities can be found almost in every corner of the country . "
neutral,"Do you have any particular hobbies , Tom ? "
neutral," Oh , yes . I love playing badminton , table tennis and computer games . And playing the games has become my favorite . "
neutral, I hear many teenagers will spend hours and hours sitting at computers . And they don't care about their own health at all . How about you ? 
neutral," I'm no better than them . They say it's mindless to sit in front of a machine all the time , but I think it's stimulating . "
neutral," You won't play online games full of violence , will you ? "
neutral, Once in a while . 
neutral, It's no good . And I think spending several hours each day playing computer games is a waste of time . You might as well do something healthy and meaningful . 
neutral, I hope I can practice self-control again . 
neutral,What ' s the plot of your new movie ? 
neutral," It ' s a story about a policemen who is investigating a series of strange murders . I play the part of the detective . He has to catch the killer , but there ' s very little evidence . It ' s a psychological th "
neutral, Did you enjoy making the movie ? We heard stories of disagreement with other actors and with the director . 
neutral, I have had disagreement with every director . I ' Ve worked with . We ' Ve always disagreed in a friendly way and we have always resolved our differences . It was the same when I made this movie . I don ' t no 
neutral, Critics are not very happy with the movies that you ' Ve made recently . Does that bother you ? 
neutral, Not at all . The feedback from audience has been great . I care about what they think more than what the critics think . 
neutral, Did you do you own stunts in the movie ? 
neutral," I wanted to , but my insurance company wouldn ' t let me . All of my stunts were done by a stuntman . As you know , I used to do my own stunts , but I ' ll leave that to the experts in future . "
neutral,Who's that old lady trimming the trees ? 
neutral, She's my grandma . 
neutral, She's looks very healthy.How old is she ? 
neutral, 92 . 
neutral,Mom . My legs are killing me . 
neutral, Hold on . We will be successful right away . 
neutral," Well , you can keep the vegetables , I ' ll take the meat . The stir fry my wife made was really hearty , with chunks of beef and slivers of bell peppers and onion ... "
neutral,What did you say ? 
neutral, I said it's a lovely day . Why don't we go for a walk ? 
neutral," Well , I feel a little tired . "
neutral," Come on ! A little labor , much health . "
neutral, Then can you wait a few minutes ? I want to finish writing this letter . 
neutral, Don't take too long . It would be a shame not to take advantage of such lovely weather . 
neutral, I won't be long . No more than ten minutes . Why don't you go ahead and I'll meet you in the park ? 
neutral, I Believe I will . Look for me near the lake . 
neutral,Thank god you showed up when you did ! He ' s insane ! Do you think we should call the police ? 
neutral," Don ' t worry about it , I ' ll call my friend and have him take care of it . I can ' t believe he was stalking you all these years . What a nut job ! "
neutral, I know ! Well ... he said I ' m not pregnant . I ' m sorry if I got you all worked up over nothing . I want you to know that I didn ' t do it on purpose ... 
neutral," Don ' t apologize ! From the moment I met you , not a day has gone by when I haven ' t thought of you.And now that I ' m with you again , I ' m ... I ' m just scared , Veronica . The closer I get to you , the worse it gets . The thought of not being with you , I mean , I just can ' t handle it ! We were made for each other , Veronica . You are my everything , my soul mate . What can I do ? "
neutral," Just hold me ... I ' ll always be here for you , no matter what . And together , we can tackle whatever life throws at us . I believe in us , steven . "
neutral,"Zina , can I talk to you about something personal ? "
neutral, As long as it doesn't take too long . 
neutral, My boyfriend says I work too much . That I spend more time with you than with him . 
neutral, Was he upset when you told him you had to leave this weekend ? 
neutral," He said not to bother coming back . And I said , fine , I won't . "
neutral, So what's the problem ? 
neutral,"Mary , how was your date with john ? "
neutral, it's ok . It seems we have a lot in common . 
neutral," oh , really . That is great news . What does he look like ? "
neutral," he is tall and slim , fair-haired . "
neutral, sounds like he is pretty cute . What do you think of him ? 
neutral, he is a nice guy and very considerate . I was impressed with how smart he was and he has a great sense of humor . 
neutral," oh , it's love at first sight . When will you see each other again ? "
neutral," he didn't say , but he said he would call me . "
neutral, maybe he is busy with his work . Just wait and try not to think about it too much ! 
neutral," oh , steve . Stop it ! I am a bit nervous ! What if he doesn't call ? "
neutral," come on , Mary , you're a total catch . I bet he will call you . Don't worry . "
neutral,"Hi , Francis , how was your business trip ? "
neutral, What ' s up ? 
neutral," Actually , the business trip itself was very successful . We arrived on time , we had nice conversations and we settled some important issues for the next year . "
neutral," Sounds quite fruitful , why do you call it still a nightmare then ? "
neutral," Well , the air line lost my luggage on the return flight and then I lost my carry on bag when I was tackling with the officers in charge . I left the airport three hours later than I expected and then I was caught in a traffic jam . When I finally got home , I was totally exhausted . But I found the elevator was out of service due to a blackout . "
neutral, This is really a sad story . Did they trace back your luggage ? 
neutral, I am still waiting for their call . 
neutral," Take it easy , all sufferings have their reward . "
neutral,So the company decided to cancel your trip to Hong Kong ? 
neutral," Yes , The SARS epidemic is not under effective control yet . So I'd better not risk it . "
neutral,Which pair of jeans do you like best ? 
neutral, I really like the straight legs . 
neutral, But they aren't very fashionable . What about these ? 
neutral, I don't like the way they sag down . I feel like I have plumber butt in them . 
neutral, That's the style ! You just wear boxers . 
neutral, What if someone got it in their head to give them a tug ? What then ? 
neutral, You're so old fashioned ! Nobody is going to pull down your pants ! 
neutral," If you ask me , it's a walking invitation ! "
neutral,"Hi , Charles . What's the matter ? "
neutral, Oh ! ! My car isn't working . I'm waiting for a tow-truck . 
neutral, Do you have a ride home ? 
neutral," No , we live in the suburbs . What about you ? "
neutral," I live downtown , with my parents . "
neutral, Do you have a car ? 
neutral,What do you plan to do for your birthday ? 
neutral," I want to have a picnic with my friends , Mum . "
neutral,Cigarette ? 
neutral," Oh , uh ... Thanks . Henry , do you have a light ? "
neutral," Sorry , here . "
neutral, Thanks . Lovely day . Pity I ' m on duty . 
neutral, I ' ll stand in with you if you like . I ' Ve got nothing else to do . 
neutral," Oh , no . I couldn ' t possibly . "
neutral,"Hi Rose , what are you busy with right now ? "
neutral," Hi Jack , I'm working on these documents . The manager wants them for half an hour . "
neutral," Well , Rose . "
neutral, Is there something any need ? 
neutral, Are your free this weekend ? 
neutral," Yes , I have nothing to do . "
neutral," Great , Is it convenient if i visit you this weekend ? "
neutral, I beg your pardon ? 
neutral, I'd like to call on you this weekend . I just want to a drop in for a chat . 
neutral, Is 5 PM . Saturday a good time for you ? 
neutral," Hmm , how about seven ? I can treat you to dinner . "
neutral, I'll be there on time . 
neutral,How do you shoot pool ? 
neutral," You have 16 balls on the table , 7 solid colored , 7 striped colored , a black 8 ball , and the white ball . "
neutral, And ? 
neutral, You hit the white ball with your cue . The white ball hits the colored balls . And you want to get the colored balls into the pockets . 
neutral, How do you know whether you should hit the solid or the striped one ? 
neutral," At the beginning , it does not matter , but once someone gets one ball in , it is set . "
neutral,The mosquitos are biting me ! 
neutral," Me , too , I can ' t stop scratching . They are everywhere ! Sneaky little jerks . "
neutral, Do you have any bug spray ? 
neutral," No , I forgot to buy some . "
neutral, Then we ' ll have to put up with it . 
neutral," We can cover ourselves with beer ! That way if they bite us , they ' ll get drunk and fall asleep . "
neutral," That ' s without a doubt , the best idea you ' Ve had ! Let ' s do it ! "
neutral, Run ! They are thirsty for more ! 
neutral,"Stop running around in front of the TV , will you ? Why don't you just sit and watch ? "
neutral," I've tried , but I can't stand the bald man talking so loudly in the program . "
neutral, Then stay away . No one is keeping you from doing that . 
neutral," Don't be so irritable . I just don't understand the program , that's all . "
neutral," All right , I will explain it to you later on . Now scram . "
neutral," Ok . I will wait until you have had your fun , if that's what you want . "
neutral,"Okay , can I ask you something direct ? "
neutral, Ha ! It's not like you've ever been one to beat around the bush . 
neutral, Fair enough . Give it to me straight . Did she bully you into this ? 
neutral," No , seriously . . . I really want this . "
neutral," I tell ya , when I got the invite , it really threw me for a loop . You've done a complete 180 . "
neutral, I know . But things have changed . I guess I've settled down . 
neutral, I guess so . 
neutral,My daughter plans to quit her present job and wants to find another . She says she wants to get a better job with higher pay . 
neutral, It seems quite normal to me . It is pretty much what I want to do . 
neutral, But what about settling down to start a family ? Doesn't anyone want to get married any more ? 
neutral, It is different now . The world is becoming colorful . Some of my friends don't feel the same pressure to marry . We all want to wait for the right moment . 
neutral, What time is the right moment ? 
neutral, Let the universe find us instead of forcing love . We prefer natural love . The most important thing is to be happy . Love will find us later . That is what we say . 
neutral,"Please excuse me , but I really have to be going . "
neutral," Yes , of course.It was nice to see you . "
neutral," It was nice to see you , too.And please give my regards to Mrs.Robbins . "
neutral,Excuse me . Is this seat taken ? 
neutral, I'm afraid so . 
neutral,What do you think of the coming match ? 
neutral, Winning is a piece of cake to me . 
neutral, You are bragging again . 
neutral,What would you reckon the taxing increases ? 
neutral," Well , the state will benefit a lot , I suppose . "
neutral, But what do most people think about it ? 
neutral," Ah , it ' s hard to say . "
neutral,are you still coming to my place for dinner tomorrow night ? 
neutral, of course . Is the dinner still on ? 
neutral," yes , I was just wondering how you and your roommate were planning on coming to my place . "
neutral, we were planning on walking both ways since the weather is still nice . 
neutral," that's what I thought you would do . Listen , I live in a bit of a rough neighborhood . It's just down the street from all the bars . You probably don't want to be walking around after dark . "
neutral, it can't be that bad . 
neutral," I wish it wasn't , but there is actually a lot of crime and prostitution around here . "
neutral," do me a favor , and take a taxi . It'd make me feel a lot better . "
neutral," ok , we will . How do you get around in the evenings ? "
neutral," when I first moved in , I walked everywhere . But within a week , I had my purse stolen — just a block away from the police station ! Now , I always take public transportation . "
neutral, has anything else happened to you ? 
neutral," nothing else has happened to me , but I have seen quite a few fights on the streets after the bars close . "
neutral," well , we'll be careful . Thanks for letting me know . "
neutral,Jack wonders whether Linda likes him or not . 
neutral, Why doesn't he ask her ? 
neutral, He is too scared to ask her . 
neutral, He's a chicken guy . 
neutral,I don't understand why some parents keep beefing and complaining about their daughters not being able to follow suit . 
neutral, Yeah . Li Na's mother has been building a fire under her since her neighbour's daughter got married with a Canadian . She's almost driving Li Na crazy . 
neutral," If I were Li Na , I would ask her if she had done that . "
neutral," She is as meek as a lamb . She never goes against anyone or anything . She's as good as gold , you know ? "
neutral,Where is John ? I can't find him anywhere . 
neutral, Haven't you heard that he is in prison ? 
neutral, John is in prison now.He was copped outstealing . 
neutral,What do you need ? 
neutral, I need to use the Internet . 
neutral," You have your library card , right ? "
neutral," Yes , I do . "
neutral, There is a wait right now to use the computers . 
neutral, That ' s fine . 
neutral, Would you please write your name on this list ? 
neutral, Then what ? 
neutral, I will call you when a computer is free . 
neutral, How do I log on to the computer ? 
neutral, Use the number on the back of your library card . 
neutral, Thanks . I ' ll be sitting over there . 
neutral,What do you make of the case ? 
neutral," If you ask me , I don ' t think it ' s guilty . "
neutral, What do you mean by saying so ? 
neutral, I mean it ' s not his fault . 
neutral," Oh , yeah ? "
neutral, Yes . Don ' t you think he should be pitied rather than accused ? 
neutral,I have a real problem when I meet people . 
neutral, What is it ? Maybe I can help . 
neutral, I never know when to shake hands and when not to . Can you tell me something about it ? 
neutral, Do you come from a country where they shake hands ? 
neutral," Oh yes . Men , women , and children shake hands all the time . "
neutral," It ' s very simple . Men shake hands , women and children don ' t . "
neutral," But some women do shake hands . And now a lot of children have such good manners , they shake hands too . "
neutral," Well , a good rule to follow is , for men you hold out your hand , for women and children , you wait and see what they do . "
neutral,"Sam , I am so sorry . It was your birthday yesterday and I completely forgot about it . "
neutral, Don't worry about it . I keep forgetting everyone's birthdays as well . 
neutral," Margaret really told me off when she found out that I had forgotten all about it . We did try to phone you , but you and Jane must have gone out . "
neutral," Yes , Jane invited me for dinner to this new restaurant which opened near us . "
neutral," Oh , yes , I know the one . How was the food ? "
neutral," The food was excellent , but Jane ordered a birthday cake , which they forgot about . So as you can see , you were not the only one . "
neutral," Yes , Jane was quite upset about it . The manager came to apologize and we did get free dessert , but still ... "
neutral, I would think this was the least they could do . 
neutral, In the end it was a nice evening and I got an iPad as my birthday present which I wanted for a while . 
neutral," I can try , but knowing Margaret she will see through that immediately . "
neutral,Here's the restaurant we're meeting the Smiths at . 
neutral, Let's go in to wait for them . 
neutral, After you . 
neutral,When do you usually go to the movies ? 
neutral, I usually go in my free time on the weekends . How about you ? 
neutral, The movie theater is always so crowded on the weekends . I like to go to the movies during the week . 
neutral, That's true . And sometimes the tickets are cheaper during the week as well . 
neutral,Are you telling us a lie again ? 
neutral, I will be hanged if I lying . 
neutral, All right . But what was the trouble ? 
neutral, My car run out of petrol . 
neutral,I can't believe Mr . Fro didn't buy it . Who does that guy think he is anyway ? Bill Gates ? 
neutral, He had a lot of nerve telling us our ads sucked . 
neutral," Time to order . Balista , today I want a skinny triple latte . "
neutral, When did you start worrying about your weight ? 
neutral, I'm not . I just don't feel like drinking whole milk today . Why ? Do you think I'm fat ? 
neutral," No , Jess , chill out ! "
neutral,"Come on , Tara . Let ' s go up to the window and buy two tickets . The movie is starting in a few minutes . "
neutral, We can ' t break into the line . Don ' t be so impatient . We ' ll be at the front of the line soon . 
neutral," Two tickets , please . How much are they ? "
neutral," Oh no , Ari . I didn ' t mean for you to pay for me when I invited you to go tonight . Let ' s go Dutch . I ' ll pay my own way . I insist . "
neutral, I ' m looking forward to this film . I read a good review of it in this morning ' s newspaper . 
neutral," Me , too . It will be great to see something light and funny for a change . I ' m tired of heavy drama . "
neutral, Are these seats okay ? 
neutral," They ' re fine , but I can ' t watch a movie without popcorn . "
neutral,Do you often buy magazines ? 
neutral, I buy a computer magazine every month . It keeps me up-to date with all the latest developments . 
neutral, Why don ' t you find the information on the internet instead ? 
neutral," Sometimes it takes too long to find the exact information you are looking for . Besides , I like to read a magazine in a coffee bar sometimes . "
neutral, Do you have an online edition of that magazine ? 
neutral," Yes , they do . But you can only access all the articles if you have a subscription . "
neutral, Do you have a subscription ? 
neutral," Yes , I do . The magazine arrives by post at the beginning of each month . Do you every buy magazines ? "
neutral, I only buy them if they look particularly interesting . I don ' t buy any regularly . 
neutral, What are you so excited about ? 
neutral, What's the big deal ? It's just a picture of some woman . 
neutral, There are tons of other paintings that I think are better . 
neutral," No , how much is it worth ? "
neutral, part-timer ? Is that a new buzzword ? 
neutral," oh , it ' s pretty popular among my classmates these days . So are you ? "
neutral," sure , I have a part-time job as a bartender . "
neutral," yeah , but I ' m not there for fun . I have to remain professional and if I get distracted , the manager would be pretty upset . "
neutral, that ' s true . I ' m wondering did you learn anything from the job ? 
neutral, of course . There ' s always much to learn . I got to know more about the real world . 
neutral," you mean you got working experience , right ? "
neutral, not just working experience . I would say the biggest lesson I learned is how to deal with people from all walks of life . 
neutral, it must be very demanding . 
neutral," sometimes it is . But after working for a few weeks , it ' s easy to figure out . "
neutral, maybe you can come to the bar one day and I ' ll show you around . 
neutral, I can't open the door . 
neutral, It must be locked . 
neutral, Let me ask the old woman in that reception office . 
neutral, She can't answer you . 
neutral, She must be deaf . 
neutral, Frightened ? You must be joking . 
neutral,Have you got any hobbies ? 
neutral, Yes . I'm fond of playing the chess and I'm very keen on playing cards . 
neutral, Which is easier to learn ? 
neutral," Both , but the rules of playing cards vary in different places . "
neutral,You'd better prepare for the examination . 
neutral, I don't think the exam will be very hard . 
neutral," You should change your attitude , or you will not pass the course . "
neutral, Maybe you're right . I have been too lazy lately . 
neutral,It is high time you have a talk with him . That may help clear the mists . 
neutral," I did , but he gives me a runaround . "
neutral," If I were you , I would put the whole matter on the table . "
neutral, But he was trying to beat about the bush . And my talk with him was fruitless . 
neutral,"What is the correct time , please ? "
neutral, It's exactly twelve minutes past seven . 
neutral, When will the lecture begin ? 
neutral, It'll begin at nine o'clock sharp . 
neutral,Should I ask Sara to the party ? 
neutral, I would if I were you . 
neutral,"If he promised to help you , I'm sure he will help . He's a man of his word . "
neutral, You said it . I always count on him when I need his help . 
neutral," Last year he helped me out of trouble , too . "
neutral,We're having a sixties party next week . Do you want to come ? 
neutral, What is a sixties party ? 
neutral, You come dressed in anything from the sixties . 
neutral,"I want to improve my handwriting , and I've practiced it for several weeks , but nothing happened . You see , my handwriting is still bad . "
neutral," Oh , come on . You know it's a long process , you have to be patient . "
neutral," I know it , but I don't know when I can make it better . "
neutral," A , whatever you do , the most important is perseverance . So you have to hang on there , the longer , the better . Then some day , you will find you've already made a lot of progress . "
neutral," Well , children usually resemble their parents . "
neutral, It ' s true . Michelle is a lot like Henry in so many ways . And she is shy with new people just like he is . 
neutral, You often like comparing children with their parents . 
neutral, You ' re right . 
neutral,"Do you speak only English in the class , or does your teacher explain everything to you in Spanish ? "
neutral," Oh , we never speak Spanish in class ! Miss.Parker speaks to us only in English . "
neutral, I suppose she's right . Does she speak English very slowly ? 
neutral, Not always . Sometimes we don't understand her . Then she has to repeat what she said . 
neutral, It must be interesting to study English . 
neutral, Mario and I are the best students in the class . Miss Parker says that my pronunciation is very good . 
neutral, Is English pronunciation easy or difficult ? 
neutral, Sometimes it's difficult . Some words look different from the way one pronounces them . 
neutral, What is it ? What happened ? 
neutral," I don't know . I saw him the first time Tuesday . He was at the cafe . I noticed he was looking at me a lot . Not just the usual looking , but staring. He just kept staring at me . He didn't stop . "
neutral, What did you do ? 
neutral," I didn't do anything . Finally , he left.But then I saw him again today . Outside the shoe store . Near the cafe . I went into a CD store and pretended I was looking at CD's . But then he came in too . "
neutral, Did he leave when you left ? 
neutral, Yes . Then I noticed he was on the sidewalk behind me . He was following me . 
neutral, What did you do ? 
neutral, He followed me all the way home ! 
neutral, That's about five blocks . And around corners too.So he was definitely following you . 
neutral," Actually , I don't think you can call the police . Not yet at least.He hasn't done anything . And probably the police will just ignore it.But if anything happens again , then maybe you should call . "
neutral, Of course you can call the police if you want . That's not what I mean . I'm just saying that they probably won't do anything . 
neutral, I suppose . What can they do ? I don't even know who he is . 
neutral," Listen , Carol . Don't let this bother you too much.Probably it's nothing . Just keep your eyes open when you go out.If you see him a third time , and if he follows you again , then I think we should go to the police.But for now , just try not to worry . "
neutral, Alright . And I won't go to that cafe for awhile . 
neutral,"Han Maimed , What's your plan for the weekend ? "
neutral," I plan to travel around Harvard University and know more about it . To tell you the truth , I plan to apply for Harvard after graduation from high school . It ' s better to get to know it . What about you ? "
neutral, I get together with my Christian brothers on Saturdays . 
neutral," Come on , Han Maimed , don ' t make a fuss . A lot of Americans , including many scientists , believe in religion . "
neutral," But I ' m really surprised . I thought science and religion are not compatible , are they ? "
neutral," Yes , they are compatible . Actually , the U . S . is both the most developed and the most religious country in the world . "
neutral," I've heard about it a little bit before , but I don ' t understand . How can people believe in God since they know God doesn't exist ? "
neutral," That ' s a little complicated . You ' ll get to know it when you are acquainted with the U . S . history later on . Religion was and is a part of American people ' s life . Guess what ? Even Harvard University , which is a highly academic institution , is in a sense the product of religion . "
neutral, Absolutely ! It was founded by a group of Puritan immigrants from England . 
neutral, Why was it founded by the Puritans ? Where were the atheistic educators ? 
neutral, Because most of the first English immigrants who came to the United States were Puritans . 
neutral," That ' s because in the 16th and 17th century , there was a series of religious reforms in England . Many religious separatists were persecuted and fled to other countries . "
neutral," So , you mean people didn't enjoy religious freedom in England ? "
neutral," Yes , that's why Puritans moved to the New World , where they believed they could establish a heaven for Puritans . Later on , it was these Puritans who founded Harvard College . "
neutral, Why did they want to found a college ? 
neutral, Many Puritans had received classic style of higher education in Oxford University and Cambridge University back in England . They hoped that their descendants could receive this kind of education as well . 
neutral," Oh , I see . "
neutral," Actually Harvard was first named ' New College ' , without a formal name . "
neutral, When did it begin to be called Harvard University ? 
neutral," In 1639 , it was renamed after its major benefactor John Harvard . Interestingly , JohnHarvard himself was a clergyman . "
neutral, It seems that Harvard was predestined to be influenced by religion . 
neutral," Therefore , it ' s not exaggerate to claim that had there not been religion , there would note Harvard . "
neutral," Wow , I didn ' t know that religion had played such an important role in Harvard history . "
neutral, Religion has been playing an indispensible part in Harvard history as well as the U . S . 
neutral, I finally begin to get to know Harvard . It seems that my knowledge of Harvard is rather poor . I have a lot work to do before applying for Harvard . 
neutral, Remember that Harvard is a part of the United States . So you have to know the U . S . history and culture if you want to have in-depth knowledge of Harvard . The two are closely related . 
neutral,I am not convinced by your explanation . Could you explain it ? 
neutral," Sorry , I really can't do that . There's little time left for us . "
neutral, I can't accept your excuse . It's five o'clock . 
neutral, But I have an appointment with Ann . 
neutral," Ok , sounds good . But I think it's your trick . "
neutral,What do you do in summer ? 
neutral, I love going out into the countryside for walks or bike ride . I love being out in the fresh summer air . How about you ? 
neutral," I don ' t often go for walks , but I either play sports outside-you know , tennis or badminton-or just sit in the sunshine and read a good book . "
neutral, What do you do in winter ? 
neutral," Well , I play sports indoors quite often . If I ' m feeling lazy , I just watch a film at home . I prefer summer to winter . "
neutral," I think most people do . I like wearing nice , colorful clothes in summer-you know , a nice dress or skirt . It ' s too cold for those kinds of clothes in winter . "
neutral, Yes . I like wearing shorts in summer . My legs would freeze ! 
neutral, Do you think we ' ll have a nice summer this year ? 
neutral," Thanks to global warming , it could be hotter than ever ! "
neutral,"I will never forget Linda . After all , she was my first lover . "
neutral, I think you ' ll lay it to rest with the time flying . 
neutral, I remember that someone says that it is difficult to forget the people who don ' t want to forget . 
neutral, But I think time can change everything . 
neutral,"Could you tell me what university you want to go to , John ? "
neutral, Pardon ? 
neutral, What university would you enter ? 
neutral," Oh , I forget.Sorry . "
neutral, I went to Harvard University . 
neutral, Did you ? And what course did you take there ? 
neutral," I've not known.Perhaps , I've got a bad memory . "
neutral, I did a B . A . in economics.Remember ? 
neutral," Terrific ! B . A . , again and again-B . A . "
neutral, Yep . And I should start planning now . 
neutral, Does everyone usually show up for your family reunions ? 
neutral, Just about . There are at least a few hundred in our immediate family alone . 
neutral, How Ay days will the reunion be ? 
neutral, Usually it's at least five days and four nights . 
neutral,"Hi , my name is Lean , and I'm from Russia . "
neutral," Nice to meet you , Lvan.My name is Alike . I'm from Japan . "
neutral, To me English is a difficult language . 
neutral, A second language is always difficult . 
neutral," True , but English is harder than most.It ' s a crazy language . "
neutral, One letter can have several pronunciations and one word can have several meanings . 
neutral, No wonder you say English is a crazy language . 
neutral,What did you think of the film ? 
neutral," Yes , I liked it , too . Did you like the acting ? "
neutral,What ' s up ? You don ' t look too good . 
neutral," Yeah , yeah , but today ' s lesson was all about the creation of the universe . "
neutral, It ' s all religion . Take the theory of the Big Bang.How is it possible that all of the stuff in the universe comes from an explosion ? That ' s no better than Atlas carrying the globe on his back or African myths about turtles and stuff . 
neutral," Turtles ? Whatever ... Look , all that ' s required for the creation of matter an imbalance of particles and anti-particles . At least , that ' s what the math says . "
neutral," Math , sheath . What ' s the evidence ? "
neutral," There is evidence ! You know Edwin Hubble ? He ' s the guy who in the early twentieth century was the first scientist to measure the drift of matter in the universe , thus advancing notions of an expanding universe . What would it be expanding from ? Well , the Big Bang ... DUH ! "
neutral," Anyway , it ' s just a theory . Why do people go around touting theories ? Where ' s the scientific rigor in that ? "
neutral," Dude , don ' t equivocate . A theory only becomes a theory after withstanding rigorous testing . You slept through class , didn ' t you ? "
neutral,Which film shall we see ? 
neutral, Fine ! Do you want anything to eat now ? 
neutral," No , I'm not hungry . "
neutral," Well , let's go and have something to drink instead . I know a good place . It's a little expensive , but it's fun . "
neutral,Everyone wants to be financial lose kill . You must invest your savings if you planed to retire rich . I ' m thinking about buying stocks . It can be a good investment if I can manage well . What do you say ? 
neutral," I partly agree with you . Buying stocks is not difficult , but making money consistently from buying stock is very difficult . Even professionals don ' t find it easy , so be careful . Anyway , people like us need help with investing . Why not do some online research ? There are data , reports and discussion forums to educate people on how to invest . In addition , you need to visit an established website that offers stock charts . "
neutral, I just watched the investment TV program last weekend . It has become a very hot topic these days . Actually I am not even a beginner . 
neutral,Can I borrow your suit ? 
neutral, That's out of the question . 
neutral,"Bill , how can you hear so happy today ? "
neutral, Aha . I've read of my roommate . I made a move today . 
neutral, You knew Brain Locker ? 
neutral," Brain Locker ? No , I don't think so . What does he look like ? "
neutral," Well , he's thin and tall . He has brown hair , a holt nose , green eyes and wearing glasses . "
neutral," Mm . I've seen him a couple of times , I think . "
neutral,Where are you from ? 
neutral, I'm from Guangzhou . 
neutral, Where in China is Guangzhou ? 
neutral, It's in the South of China . 
neutral,"Well , I must be off now . I have an appointment at six . "
neutral," In that case , I won ' t keep you any longer . Drop in anytime . "
neutral," Ok , Goodbye . "
neutral, See you later . 
neutral,Hey ! How was your first day of class ? I ' m in level two and I ' m loving my class this semester ! It ' s great being in a class of international students ! 
neutral," Mine was ok , except that no one in my class speaks English . I guess it will force me to converse in Chinese more in class so at least I should improve a lot this semester . "
neutral," That ' s both fortunate and unfortunate . It ' s the United Nations in my class ! We have people from all over the world ! There are three Germans , a Pole , a Scottish , two French , an American , a Brazilian , "
neutral," That ' s quite the array of nationalities . Everyone in my class is from Asia , except me . There are a few South Koreans , several Japanese , Malaysian , Thai , Singaporean , Filipino , Kazakhstan , and o "
neutral," Well , I think you ' re pretty lucky actually . You ' ll have the opportunity to learn so much about Asian culture . "
neutral," I guess so , but I think it ' s going to be hard to relate to my classmates , especially with the language barrier . I think I might change classes . "
neutral, Don ' t ! Stay the course ! Your spoken Chinese will be eternally grateful . I bet you it will even surpass mine with all that practice . 
neutral, I highly doubt it . Your girlfriend is Chinese . 
neutral," Well , there is that , yes . "
neutral,"Hey , I'm hungry . How about you ? "
neutral," Yeah , I can really go for some Chinese food right now . "
neutral, That's a great idea . Let's go to a Chinese restaurant . 
neutral, I know one . Let's go . 
neutral,"Good morning , Miss Li . "
neutral," Morning , Mike . "
neutral, I ' m sorry that I was absent yesterday . 
neutral, I ' Ve already got your certificate for sick-leave . How do you feel today ? 
neutral, I feel much better now . 
neutral, Have you received the reading material handed out yesterday ? 
neutral, I ' Ve already got it . Thanks . 
neutral, I will explain it in detail in the next class . Could you preview it ? 
neutral, I will . 
neutral, But it used to be ignored by many people . 
neutral, The bright people will remember it forever . 
neutral," Well , it's snowing . Let's enjoy the plum blossoms when snowing . "
neutral,What is the weather like today ? 
neutral," It stops snowing , but there's a bit wind . "
neutral, And the streets are covered with ice . Do you know what the temperature is today ? 
neutral, I missed today's weather for cast in the radio 
neutral," It seems 10 degree below zero at least . I don't mind the cold weather , but do hate when it get slippery . "
neutral, The ice is soon be thick for skating . I'm so fine to want a sport 
neutral, That's fine . let's go skating together tomorrow . 
neutral,What kind of music do you like listening to ? 
neutral," I like music that has a fast beat and is lively , like dance music . You know , I go to a disco almost every week . Sometimes it's too loud though . You prefer classical music , don ' t you ? "
neutral," Yes , I do . I find it very relaxing . I often listen to Mozart or Bach in the evening after a hard day at work . "
neutral, I must admit that I like several pieces of classical music . It ' s certainly more sophisticated that modern dance music . 
neutral, Classical music is supposed to be good for you brain . Research suggest that it makes your brain more active . Students who listen to classical music while studying perform better . 
neutral, Yes . That ' s why I listen to it in the evenings . I usually play it as background music while I ' m cooking or doing other housework . 
neutral, I ' Ve got a few classical music CD ' s . I should follow your lead and increase my brian power . 
neutral, You can find plenty of recording on the internet too . You can listen to samples and then buy them very cheaply if you like them . 
neutral, That ' s true . There ' s clear evidence that people who listen to lively music are lively people . Music can influence a person ' s feeling and character . 
neutral,There is a new coffee shop opening up down the street . 
neutral, I hope that they have a good menu . Most coffee shops only have coffee and Danish . 
neutral," That's right . You don't drink coffee , do you ? "
neutral," No , so it's usually boring to join my friends in the afternoon at a regular coffee shop . "
neutral, What kind of things would you like to see on the menu ? 
neutral, Maybe a fruit salad and a few different hot sandwiches at least . 
